Transcript	Gene
ENST00000330331.9	ENSG00000183054.13
ENST00000473101.1	ENSG00000183054.13
ENST00000459645.1	ENSG00000183054.13
ENST00000490990.1	ENSG00000183054.13
ENST00000446930.1	ENSG00000183054.13
ENST00000480894.1	ENSG00000183054.13
ENST00000455695.1	ENSG00000183054.13
ENST00000445305.1	ENSG00000226847.1
ENST00000440076.1	ENSG00000229641.1
ENST00000696432.1	ENSG00000115392.13
ENST00000696542.1	ENSG00000115392.13
ENST00000696548.1	ENSG00000115392.13
ENST00000427708.7	ENSG00000115392.13
ENST00000696314.1	ENSG00000115392.13
ENST00000696315.1	ENSG00000115392.13
ENST00000696454.1	ENSG00000115392.13
ENST00000696508.1	ENSG00000115392.13
ENST00000696492.1	ENSG00000115392.13
ENST00000403295.8	ENSG00000115392.13
ENST00000696400.1	ENSG00000115392.13
ENST00000696433.1	ENSG00000115392.13
ENST00000696434.1	ENSG00000115392.13
ENST00000696499.1	ENSG00000115392.13
ENST00000696564.1	ENSG00000115392.13
ENST00000403676.6	ENSG00000115392.13
ENST00000696319.1	ENSG00000115392.13
ENST00000696619.1	ENSG00000115392.13
ENST00000696634.1	ENSG00000115392.13
ENST00000696364.1	ENSG00000115392.13
ENST00000233741.9	ENSG00000115392.13
ENST00000696316.1	ENSG00000115392.13
ENST00000696378.1	ENSG00000115392.13
ENST00000696435.1	ENSG00000115392.13
ENST00000696493.1	ENSG00000115392.13
ENST00000696543.1	ENSG00000115392.13
ENST00000696544.1	ENSG00000115392.13
ENST00000696545.1	ENSG00000115392.13
ENST00000696565.1	ENSG00000115392.13
ENST00000696620.1	ENSG00000115392.13
ENST00000696621.1	ENSG00000115392.13
ENST00000696635.1	ENSG00000115392.13
ENST00000696546.1	ENSG00000115392.13
ENST00000402135.8	ENSG00000115392.13
ENST00000696467.1	ENSG00000115392.13
ENST00000696547.1	ENSG00000115392.13
ENST00000696622.1	ENSG00000115392.13
ENST00000696317.1	ENSG00000115392.13
ENST00000696566.1	ENSG00000115392.13
ENST00000696623.1	ENSG00000115392.13
ENST00000696324.1	ENSG00000115392.13
ENST00000696371.1	ENSG00000115392.13
ENST00000696409.1	ENSG00000115392.13
ENST00000696410.1	ENSG00000115392.13
ENST00000696455.1	ENSG00000115392.13
ENST00000696468.1	ENSG00000115392.13
ENST00000696527.1	ENSG00000115392.13
ENST00000696567.1	ENSG00000115392.13
ENST00000696318.1	ENSG00000115392.13
ENST00000696361.1	ENSG00000115392.13
ENST00000696338.1	ENSG00000115392.13
ENST00000417361.2	ENSG00000115392.13
ENST00000696305.1	ENSG00000115392.13
ENST00000449070.6	ENSG00000115392.13
ENST00000446381.6	ENSG00000115392.13
ENST00000696469.1	ENSG00000115392.13
ENST00000696624.1	ENSG00000115392.13
ENST00000696475.1	ENSG00000115392.13
ENST00000696411.1	ENSG00000115392.13
ENST00000696568.1	ENSG00000115392.13
ENST00000696636.1	ENSG00000115392.13
ENST00000696358.1	ENSG00000115392.13
ENST00000470506.2	ENSG00000115392.13
ENST00000696372.1	ENSG00000115392.13
ENST00000696359.1	ENSG00000115392.13
ENST00000696373.1	ENSG00000115392.13
ENST00000696339.1	ENSG00000115392.13
ENST00000696320.1	ENSG00000115392.13
ENST00000696394.1	ENSG00000115392.13
ENST00000696395.1	ENSG00000115392.13
ENST00000696396.1	ENSG00000115392.13
ENST00000696374.1	ENSG00000115392.13
ENST00000696340.1	ENSG00000115392.13
ENST00000696341.1	ENSG00000115392.13
ENST00000696375.1	ENSG00000115392.13
ENST00000696412.1	ENSG00000115392.13
ENST00000696342.1	ENSG00000115392.13
ENST00000696325.1	ENSG00000115392.13
ENST00000696360.1	ENSG00000115392.13
ENST00000696397.1	ENSG00000115392.13
ENST00000696306.1	ENSG00000115392.13
ENST00000696398.1	ENSG00000115392.13
ENST00000696399.1	ENSG00000115392.13
ENST00000696343.1	ENSG00000115392.13
ENST00000696344.1	ENSG00000115392.13
ENST00000696637.1	ENSG00000115392.13
ENST00000696362.1	ENSG00000115392.13
ENST00000696528.1	ENSG00000115392.13
ENST00000696497.1	ENSG00000115392.13
ENST00000696326.1	ENSG00000115392.13
ENST00000696638.1	ENSG00000115392.13
ENST00000696625.1	ENSG00000115392.13
ENST00000696639.1	ENSG00000115392.13
ENST00000696376.1	ENSG00000115392.13
ENST00000696510.1	ENSG00000115392.13
ENST00000696456.1	ENSG00000115392.13
ENST00000696470.1	ENSG00000115392.13
ENST00000696436.1	ENSG00000115392.13
ENST00000696413.1	ENSG00000115392.13
ENST00000696437.1	ENSG00000115392.13
ENST00000696439.1	ENSG00000115392.13
ENST00000696471.1	ENSG00000115392.13
ENST00000696529.1	ENSG00000115392.13
ENST00000696414.1	ENSG00000115392.13
ENST00000696363.1	ENSG00000115392.13
ENST00000696494.1	ENSG00000115392.13
ENST00000696472.1	ENSG00000115392.13
ENST00000696415.1	ENSG00000115392.13
ENST00000696457.1	ENSG00000115392.13
ENST00000696458.1	ENSG00000115392.13
ENST00000696473.1	ENSG00000115392.13
ENST00000696495.1	ENSG00000115392.13
ENST00000696569.1	ENSG00000115392.13
ENST00000696509.1	ENSG00000115392.13
ENST00000696438.1	ENSG00000115392.13
ENST00000696496.1	ENSG00000115392.13
ENST00000696474.1	ENSG00000115392.13
ENST00000696459.1	ENSG00000115392.13
ENST00000696498.1	ENSG00000115392.13
ENST00000696532.1	ENSG00000115392.13
ENST00000696416.1	ENSG00000115392.13
ENST00000696530.1	ENSG00000115392.13
ENST00000696460.1	ENSG00000115392.13
ENST00000696570.1	ENSG00000115392.13
ENST00000696531.1	ENSG00000115392.13
ENST00000696440.1	ENSG00000115392.13
ENST00000696307.1	ENSG00000115392.13
ENST00000696401.1	ENSG00000115392.13
ENST00000696345.1	ENSG00000115392.13
ENST00000696377.1	ENSG00000115392.13
ENST00000696402.1	ENSG00000115392.13
ENST00000696417.1	ENSG00000115392.13
ENST00000696594.1	ENSG00000115392.13
ENST00000696595.1	ENSG00000115392.13
ENST00000696379.1	ENSG00000115392.13
ENST00000696346.1	ENSG00000115392.13
ENST00000696380.1	ENSG00000115392.13
ENST00000696347.1	ENSG00000115392.13
ENST00000696461.1	ENSG00000115392.13
ENST00000696596.1	ENSG00000115392.13
ENST00000696549.1	ENSG00000115392.13
ENST00000696597.1	ENSG00000115392.13
ENST00000696550.1	ENSG00000115392.13
ENST00000696598.1	ENSG00000115392.13
ENST00000696476.1	ENSG00000115392.13
ENST00000696321.1	ENSG00000115392.13
ENST00000696477.1	ENSG00000115392.13
ENST00000696511.1	ENSG00000115392.13
ENST00000481670.3	ENSG00000115392.13
ENST00000696403.1	ENSG00000115392.13
ENST00000696551.1	ENSG00000115392.13
ENST00000696308.1	ENSG00000115392.13
ENST00000696418.1	ENSG00000115392.13
ENST00000696404.1	ENSG00000115392.13
ENST00000696478.1	ENSG00000115392.13
ENST00000696419.1	ENSG00000115392.13
ENST00000696479.1	ENSG00000163599.18
ENST00000696049.1	ENSG00000163599.18
ENST00000648405.2	ENSG00000163599.18
ENST00000295854.10	ENSG00000163599.18
ENST00000487393.1	ENSG00000163599.18
ENST00000427473.3	ENSG00000163599.18
ENST00000650075.1	ENSG00000163599.18
ENST00000516405.1	ENSG00000252214.1
ENST00000696725.1	ENSG00000115317.13
ENST00000462909.6	ENSG00000115317.13
ENST00000467961.6	ENSG00000115317.13
ENST00000696726.1	ENSG00000115317.13
ENST00000484881.6	ENSG00000115317.13
ENST00000258080.8	ENSG00000115317.13
ENST00000696727.1	ENSG00000115317.13
ENST00000352222.7	ENSG00000115317.13
ENST00000696728.1	ENSG00000115317.13
ENST00000437202.2	ENSG00000115317.13
ENST00000484352.5	ENSG00000115317.13
ENST00000696729.1	ENSG00000115317.13
ENST00000696730.1	ENSG00000115317.13
ENST00000465521.2	ENSG00000115317.13
ENST00000482205.1	ENSG00000115317.13
ENST00000482331.1	ENSG00000115317.13
ENST00000696731.1	ENSG00000115317.13
ENST00000409429.5	ENSG00000115325.14
ENST00000485132.1	ENSG00000115325.14
ENST00000488613.1	ENSG00000115325.14
ENST00000233668.10	ENSG00000115325.14
ENST00000340004.6	ENSG00000115325.14
ENST00000489958.5	ENSG00000115325.14
ENST00000482206.1	ENSG00000115325.14
ENST00000474924.5	ENSG00000115325.14
ENST00000480318.5	ENSG00000115325.14
ENST00000496966.5	ENSG00000115325.14
ENST00000475191.5	ENSG00000115325.14
ENST00000464613.1	ENSG00000115325.14
ENST00000429631.1	ENSG00000115325.14
ENST00000456719.1	ENSG00000213486.3
ENST00000416921.1	ENSG00000227361.1
ENST00000404929.6	ENSG00000170264.13
ENST00000456262.5	ENSG00000170264.13
ENST00000418113.5	ENSG00000170264.13
ENST00000405894.3	ENSG00000170264.13
ENST00000478494.1	ENSG00000170264.13
ENST00000496369.1	ENSG00000170264.13
ENST00000307507.3	ENSG00000170264.13
ENST00000612715.1	ENSG00000277498.1
ENST00000394440.8	ENSG00000115484.15
ENST00000544079.2	ENSG00000115484.15
ENST00000461540.2	ENSG00000115484.15
ENST00000461370.1	ENSG00000115484.15
ENST00000425779.1	ENSG00000236498.1
ENST00000618813.1	ENSG00000278523.1
ENST00000693609.1	ENSG00000289247.1
ENST00000447128.5	ENSG00000136688.11
ENST00000259205.5	ENSG00000136688.11
ENST00000376489.6	ENSG00000136688.11
ENST00000456759.1	ENSG00000236124.1
ENST00000453215.2	ENSG00000232090.2
ENST00000259211.7	ENSG00000136694.9
ENST00000341010.6	ENSG00000136697.13
ENST00000393197.3	ENSG00000136697.13
ENST00000496265.1	ENSG00000136697.13
ENST00000364935.1	ENSG00000201805.1
ENST00000465812.6	ENSG00000136689.20
ENST00000409052.6	ENSG00000136689.20
ENST00000463073.6	ENSG00000136689.20
ENST00000361779.7	ENSG00000136689.20
ENST00000259206.9	ENSG00000136689.20
ENST00000354115.6	ENSG00000136689.20
ENST00000696881.1	ENSG00000136689.20
ENST00000486167.1	ENSG00000136689.20
ENST00000696879.1	ENSG00000136689.20
ENST00000472292.1	ENSG00000136689.20
ENST00000409930.4	ENSG00000136689.20
ENST00000696882.1	ENSG00000136689.20
ENST00000696880.1	ENSG00000136689.20
ENST00000696883.1	ENSG00000136689.20
ENST00000347703.7	ENSG00000144354.15
ENST00000695912.1	ENSG00000144354.15
ENST00000695913.1	ENSG00000144354.15
ENST00000410101.7	ENSG00000144354.15
ENST00000695914.1	ENSG00000144354.15
ENST00000410019.3	ENSG00000144354.15
ENST00000496441.5	ENSG00000144354.15
ENST00000306721.8	ENSG00000144354.15
ENST00000435616.5	ENSG00000144354.15
ENST00000467411.5	ENSG00000144354.15
ENST00000695901.1	ENSG00000144354.15
ENST00000468359.1	ENSG00000144354.15
ENST00000695911.1	ENSG00000144354.15
ENST00000695918.1	ENSG00000144354.15
ENST00000346807.7	ENSG00000136695.15
ENST00000393200.7	ENSG00000136695.15
ENST00000437409.2	ENSG00000136695.15
ENST00000514072.1	ENSG00000136695.15
ENST00000453665.1	ENSG00000227227.1
ENST00000304698.10	ENSG00000144369.14
ENST00000696906.1	ENSG00000138448.13
ENST00000696907.1	ENSG00000138448.13
ENST00000696908.1	ENSG00000138448.13
ENST00000261023.8	ENSG00000138448.13
ENST00000696909.1	ENSG00000138448.13
ENST00000696936.1	ENSG00000138448.13
ENST00000696910.1	ENSG00000138448.13
ENST00000696911.1	ENSG00000138448.13
ENST00000696912.1	ENSG00000138448.13
ENST00000696913.1	ENSG00000138448.13
ENST00000696937.1	ENSG00000138448.13
ENST00000374907.7	ENSG00000138448.13
ENST00000696914.1	ENSG00000138448.13
ENST00000696915.1	ENSG00000138448.13
ENST00000433736.6	ENSG00000138448.13
ENST00000696916.1	ENSG00000138448.13
ENST00000696917.1	ENSG00000138448.13
ENST00000696918.1	ENSG00000138448.13
ENST00000460641.1	ENSG00000138448.13
ENST00000496477.1	ENSG00000138448.13
ENST00000496854.2	ENSG00000138448.13
ENST00000430709.1	ENSG00000138448.13
ENST00000696919.1	ENSG00000138448.13
ENST00000637675.1	ENSG00000283586.1
ENST00000649376.1	ENSG00000285843.1
ENST00000272430.10	ENSG00000114993.17
ENST00000305557.9	ENSG00000114993.17
ENST00000233330.6	ENSG00000114993.17
ENST00000640304.2	ENSG00000114993.17
ENST00000492013.1	ENSG00000114993.17
ENST00000469859.5	ENSG00000114993.17
ENST00000479256.1	ENSG00000114993.17
ENST00000472518.1	ENSG00000114993.17
ENST00000464094.2	ENSG00000114993.17
ENST00000460968.1	ENSG00000114993.17
ENST00000484453.1	ENSG00000114993.17
ENST00000458411.1	ENSG00000238259.1
ENST00000487143.5	ENSG00000198648.12
ENST00000355999.5	ENSG00000198648.12
ENST00000697205.1	ENSG00000198648.12
ENST00000461000.1	ENSG00000198648.12
ENST00000697291.1	ENSG00000115267.10
ENST00000649979.2	ENSG00000115267.10
ENST00000679938.1	ENSG00000115267.10
ENST00000649554.1	ENSG00000115267.10
ENST00000648433.1	ENSG00000115267.10
ENST00000649426.1	ENSG00000115267.10
ENST00000464129.1	ENSG00000115267.10
ENST00000421365.2	ENSG00000115267.10
ENST00000453237.5	ENSG00000180871.8
ENST00000415392.5	ENSG00000180871.8
ENST00000449014.5	ENSG00000180871.8
ENST00000454148.1	ENSG00000180871.8
ENST00000318507.7	ENSG00000180871.8
ENST00000428565.1	ENSG00000180871.8
ENST00000418878.1	ENSG00000180871.8
ENST00000497857.5	ENSG00000188282.13
ENST00000457754.6	ENSG00000188282.13
ENST00000463618.6	ENSG00000188282.13
ENST00000465568.5	ENSG00000188282.13
ENST00000480164.5	ENSG00000188282.13
ENST00000472496.1	ENSG00000188282.13
ENST00000697321.1	ENSG00000188282.13
ENST00000374155.7	ENSG00000188282.13
ENST00000495721.1	ENSG00000188282.13
ENST00000344321.8	ENSG00000188282.13
ENST00000463872.1	ENSG00000188282.13
ENST00000455362.1	ENSG00000214821.4
ENST00000618243.1	ENSG00000275414.1
ENST00000409786.1	ENSG00000222033.1
ENST00000375281.4	ENSG00000204335.4
ENST00000487037.1	ENSG00000204335.4
ENST00000461070.1	ENSG00000128692.8
ENST00000410577.1	ENSG00000222509.1
ENST00000454603.5	ENSG00000128683.14
ENST00000445006.5	ENSG00000128683.14
ENST00000625689.2	ENSG00000128683.14
ENST00000375272.5	ENSG00000128683.14
ENST00000358196.8	ENSG00000128683.14
ENST00000344257.9	ENSG00000128683.14
ENST00000414527.6	ENSG00000128683.14
ENST00000455008.5	ENSG00000128683.14
ENST00000456864.5	ENSG00000128683.14
ENST00000493875.5	ENSG00000128683.14
ENST00000429023.1	ENSG00000128683.14
ENST00000485013.1	ENSG00000128683.14
ENST00000486850.1	ENSG00000128683.14
ENST00000493270.1	ENSG00000128683.14
ENST00000462739.1	ENSG00000128683.14
ENST00000488724.5	ENSG00000128683.14
ENST00000478562.1	ENSG00000128683.14
ENST00000655227.1	ENSG00000286611.1
ENST00000471559.5	ENSG00000115806.13
ENST00000444801.5	ENSG00000115806.13
ENST00000497674.5	ENSG00000115806.13
ENST00000493692.5	ENSG00000115806.13
ENST00000234160.5	ENSG00000115806.13
ENST00000455067.5	ENSG00000115806.13
ENST00000454751.5	ENSG00000115806.13
ENST00000442798.5	ENSG00000115806.13
ENST00000497928.1	ENSG00000115806.13
ENST00000488928.1	ENSG00000115806.13
ENST00000486498.1	ENSG00000115806.13
ENST00000652197.2	ENSG00000091106.19
ENST00000402280.6	ENSG00000091106.19
ENST00000360906.9	ENSG00000091106.19
ENST00000342905.10	ENSG00000091106.19
ENST00000404025.3	ENSG00000091106.19
ENST00000669009.1	ENSG00000204334.8
ENST00000661942.1	ENSG00000204334.8
ENST00000697327.1	ENSG00000204334.8
ENST00000697325.1	ENSG00000204334.8
ENST00000654532.1	ENSG00000204334.8
ENST00000671618.1	ENSG00000204334.8
ENST00000662915.2	ENSG00000204334.8
ENST00000662201.2	ENSG00000204334.8
ENST00000664870.2	ENSG00000204334.8
ENST00000688829.1	ENSG00000204334.8
ENST00000653024.2	ENSG00000204334.8
ENST00000689478.1	ENSG00000204334.8
ENST00000697344.1	ENSG00000204334.8
ENST00000663834.1	ENSG00000204334.8
ENST00000697326.1	ENSG00000204334.8
ENST00000429172.5	ENSG00000204334.8
ENST00000670985.1	ENSG00000204334.8
ENST00000426475.2	ENSG00000204334.8
ENST00000663589.1	ENSG00000204334.8
ENST00000409885.1	ENSG00000204334.8
ENST00000283195.11	ENSG00000153201.17
ENST00000697737.1	ENSG00000153201.17
ENST00000697738.1	ENSG00000153201.17
ENST00000425282.4	ENSG00000153201.17
ENST00000697739.1	ENSG00000153201.17
ENST00000697740.1	ENSG00000153201.17
ENST00000495924.1	ENSG00000153201.17
ENST00000697741.1	ENSG00000153201.17
ENST00000697742.1	ENSG00000153201.17
ENST00000697743.1	ENSG00000153201.17
ENST00000495506.1	ENSG00000153201.17
ENST00000697744.1	ENSG00000153201.17
ENST00000697745.1	ENSG00000153201.17
ENST00000697746.1	ENSG00000153201.17
ENST00000697747.1	ENSG00000153201.17
ENST00000697748.1	ENSG00000153201.17
ENST00000697749.1	ENSG00000153201.17
ENST00000697750.1	ENSG00000153201.17
ENST00000697751.1	ENSG00000153201.17
ENST00000364740.1	ENSG00000201610.1
ENST00000580105.1	ENSG00000264010.1
ENST00000515909.1	ENSG00000251718.1
ENST00000649180.1	ENSG00000285626.1
ENST00000463397.3	ENSG00000239899.3
ENST00000303786.5	ENSG00000169618.7
ENST00000463483.5	ENSG00000163219.12
ENST00000481684.5	ENSG00000163219.12
ENST00000491237.5	ENSG00000163219.12
ENST00000409202.8	ENSG00000163219.12
ENST00000456116.6	ENSG00000163219.12
ENST00000467265.5	ENSG00000163219.12
ENST00000485573.5	ENSG00000163219.12
ENST00000488795.1	ENSG00000163219.12
ENST00000463061.1	ENSG00000163219.12
ENST00000485700.5	ENSG00000163219.12
ENST00000496266.1	ENSG00000163219.12
ENST00000409030.7	ENSG00000163219.12
ENST00000409220.5	ENSG00000163219.12
ENST00000473986.1	ENSG00000163219.12
ENST00000497079.5	ENSG00000163219.12
ENST00000497259.5	ENSG00000163219.12
ENST00000479844.1	ENSG00000163219.12
ENST00000473426.1	ENSG00000283994.1
ENST00000426716.1	ENSG00000236356.1
ENST00000363417.1	ENSG00000200287.1
ENST00000422799.1	ENSG00000232377.1
ENST00000410024.5	ENSG00000144524.18
ENST00000611614.4	ENSG00000144524.18
ENST00000409295.5	ENSG00000144524.18
ENST00000409091.5	ENSG00000144524.18
ENST00000479430.5	ENSG00000144524.18
ENST00000452375.5	ENSG00000144524.18
ENST00000449784.5	ENSG00000144524.18
ENST00000466901.5	ENSG00000144524.18
ENST00000620578.4	ENSG00000144524.18
ENST00000412591.5	ENSG00000144524.18
ENST00000413197.5	ENSG00000144524.18
ENST00000450501.5	ENSG00000144524.18
ENST00000357490.6	ENSG00000144524.18
ENST00000432387.5	ENSG00000144524.18
ENST00000492423.5	ENSG00000144524.18
ENST00000410017.5	ENSG00000144524.18
ENST00000412922.6	ENSG00000144524.18
ENST00000350033.8	ENSG00000144524.18
ENST00000373608.7	ENSG00000144524.18
ENST00000631349.1	ENSG00000144524.18
ENST00000436564.5	ENSG00000144524.18
ENST00000461350.5	ENSG00000144524.18
ENST00000474042.5	ENSG00000144524.18
ENST00000488111.1	ENSG00000144524.18
ENST00000449174.1	ENSG00000144524.18
ENST00000419129.1	ENSG00000237477.1
ENST00000424794.1	ENSG00000214070.3
ENST00000264161.9	ENSG00000115866.11
ENST00000478212.5	ENSG00000115866.11
ENST00000489964.5	ENSG00000115866.11
ENST00000422708.3	ENSG00000115866.11
ENST00000491481.1	ENSG00000115866.11
ENST00000441323.5	ENSG00000115866.11
ENST00000456565.5	ENSG00000115866.11
ENST00000449218.5	ENSG00000115866.11
ENST00000435076.1	ENSG00000115866.11
ENST00000463008.1	ENSG00000115866.11
ENST00000474184.1	ENSG00000115866.11
ENST00000290536.9	ENSG00000159374.18
ENST00000421985.2	ENSG00000159374.18
ENST00000464686.5	ENSG00000159374.18
ENST00000409585.5	ENSG00000159374.18
ENST00000536235.5	ENSG00000159374.18
ENST00000485997.1	ENSG00000159374.18
ENST00000438226.5	ENSG00000159374.18
ENST00000422394.5	ENSG00000159374.18
ENST00000478437.1	ENSG00000159374.18
ENST00000421570.1	ENSG00000224646.2
ENST00000469354.1	ENSG00000116106.12
ENST00000281821.7	ENSG00000116106.12
ENST00000472696.1	ENSG00000116106.12
ENST00000409854.5	ENSG00000116106.12
ENST00000409938.5	ENSG00000116106.12
ENST00000424339.1	ENSG00000116106.12
ENST00000495693.1	ENSG00000116106.12
ENST00000443796.5	ENSG00000116106.12
ENST00000441679.1	ENSG00000116106.12
ENST00000463446.1	ENSG00000116106.12
ENST00000415749.1	ENSG00000116106.12
ENST00000419964.1	ENSG00000116106.12
ENST00000541600.5	ENSG00000116106.12
ENST00000434266.1	ENSG00000116106.12
ENST00000440241.1	ENSG00000226726.1
ENST00000609776.1	ENSG00000272944.1
ENST00000414016.1	ENSG00000230406.2
ENST00000260950.5	ENSG00000138379.5
ENST00000322522.8	ENSG00000151689.13
ENST00000392329.7	ENSG00000151689.13
ENST00000430311.5	ENSG00000151689.13
ENST00000413239.5	ENSG00000151689.13
ENST00000431594.5	ENSG00000151689.13
ENST00000444194.5	ENSG00000151689.13
ENST00000422454.5	ENSG00000151689.13
ENST00000417336.5	ENSG00000151689.13
ENST00000458647.5	ENSG00000151689.13
ENST00000423767.5	ENSG00000151689.13
ENST00000451089.1	ENSG00000151689.13
ENST00000409027.1	ENSG00000151689.13
ENST00000458193.1	ENSG00000151689.13
ENST00000487628.1	ENSG00000151689.13
ENST00000470892.1	ENSG00000151689.13
ENST00000399855.2	ENSG00000198130.16
ENST00000359678.10	ENSG00000198130.16
ENST00000392332.7	ENSG00000198130.16
ENST00000486981.1	ENSG00000198130.16
ENST00000410045.5	ENSG00000198130.16
ENST00000416732.5	ENSG00000198130.16
ENST00000489147.1	ENSG00000198130.16
ENST00000409820.2	ENSG00000198130.16
ENST00000392333.7	ENSG00000198130.16
ENST00000485992.1	ENSG00000198130.16
ENST00000414928.1	ENSG00000198130.16
ENST00000409934.1	ENSG00000198130.16
ENST00000489269.5	ENSG00000198130.16
ENST00000495792.1	ENSG00000198130.16
ENST00000428443.8	ENSG00000187231.14
ENST00000446758.5	ENSG00000187231.14
ENST00000335289.5	ENSG00000187231.14
ENST00000426988.1	ENSG00000187231.14
ENST00000489901.1	ENSG00000187231.14
ENST00000440010.5	ENSG00000187231.14
ENST00000435047.5	ENSG00000187231.14
ENST00000486468.1	ENSG00000187231.14
ENST00000452991.1	ENSG00000187231.14
ENST00000392869.6	ENSG00000121964.15
ENST00000682281.1	ENSG00000121964.15
ENST00000409214.5	ENSG00000121964.15
ENST00000392867.7	ENSG00000121964.15
ENST00000618778.4	ENSG00000121964.15
ENST00000241391.9	ENSG00000121964.15
ENST00000409298.5	ENSG00000121964.15
ENST00000344850.8	ENSG00000121964.15
ENST00000542155.5	ENSG00000121964.15
ENST00000392871.6	ENSG00000121964.15
ENST00000415569.5	ENSG00000121964.15
ENST00000463875.6	ENSG00000121964.15
ENST00000482961.1	ENSG00000121964.15
ENST00000491448.5	ENSG00000121964.15
ENST00000476958.5	ENSG00000121964.15
ENST00000482601.1	ENSG00000121964.15
ENST00000437114.5	ENSG00000121964.15
ENST00000417450.5	ENSG00000121964.15
ENST00000484303.5	ENSG00000121964.15
ENST00000429978.5	ENSG00000121964.15
ENST00000467352.1	ENSG00000121964.15
ENST00000233336.7	ENSG00000114999.8
ENST00000485537.1	ENSG00000114999.8
ENST00000476615.1	ENSG00000114999.8
ENST00000460450.1	ENSG00000114999.8
ENST00000537335.5	ENSG00000125630.16
ENST00000438748.5	ENSG00000125630.16
ENST00000430769.1	ENSG00000125630.16
ENST00000541869.5	ENSG00000125630.16
ENST00000333990.10	ENSG00000125630.16
ENST00000409894.7	ENSG00000125630.16
ENST00000448770.5	ENSG00000125630.16
ENST00000430293.1	ENSG00000125630.16
ENST00000424062.1	ENSG00000125630.16
ENST00000417433.6	ENSG00000125630.16
ENST00000263331.10	ENSG00000125630.16
ENST00000496238.5	ENSG00000125630.16
ENST00000468475.1	ENSG00000125630.16
ENST00000475318.1	ENSG00000125630.16
ENST00000498054.1	ENSG00000125630.16
ENST00000484574.1	ENSG00000125630.16
ENST00000458012.2	ENSG00000125630.16
ENST00000384653.1	ENSG00000207383.1
ENST00000489052.5	ENSG00000125611.16
ENST00000454841.5	ENSG00000125611.16
ENST00000409719.1	ENSG00000125611.16
ENST00000324913.10	ENSG00000125611.16
ENST00000469030.1	ENSG00000125611.16
ENST00000414784.1	ENSG00000243389.1
ENST00000436885.1	ENSG00000228251.1
ENST00000302450.11	ENSG00000169607.13
ENST00000435431.5	ENSG00000169607.13
ENST00000474331.1	ENSG00000169607.13
ENST00000481732.5	ENSG00000169607.13
ENST00000461876.5	ENSG00000169607.13
ENST00000497357.1	ENSG00000169607.13
ENST00000263339.4	ENSG00000115008.6
ENST00000347454.9	ENSG00000115211.17
ENST00000478311.1	ENSG00000115211.17
ENST00000405940.6	ENSG00000115211.17
ENST00000445933.6	ENSG00000115211.17
ENST00000451130.6	ENSG00000115211.17
ENST00000493344.6	ENSG00000115211.17
ENST00000475582.5	ENSG00000115211.17
ENST00000417567.1	ENSG00000115211.17
ENST00000418146.1	ENSG00000115211.17
ENST00000462749.1	ENSG00000115211.17
ENST00000436132.1	ENSG00000244125.1
ENST00000415815.1	ENSG00000228134.1
ENST00000428909.1	ENSG00000229781.1
ENST00000375773.6	ENSG00000115919.15
ENST00000409512.5	ENSG00000115919.15
ENST00000264170.9	ENSG00000115919.15
ENST00000410015.6	ENSG00000115919.15
ENST00000424385.5	ENSG00000115919.15
ENST00000621320.4	ENSG00000115919.15
ENST00000460143.1	ENSG00000115919.15
ENST00000612147.4	ENSG00000115919.15
ENST00000613664.1	ENSG00000115919.15
ENST00000603317.1	ENSG00000270390.1
ENST00000409869.5	ENSG00000075884.14
ENST00000552641.5	ENSG00000075884.14
ENST00000295095.11	ENSG00000075884.14
ENST00000460776.5	ENSG00000075884.14
ENST00000474474.5	ENSG00000075884.14
ENST00000469117.5	ENSG00000075884.14
ENST00000548800.1	ENSG00000075884.14
ENST00000548242.5	ENSG00000075884.14
ENST00000548929.1	ENSG00000075884.14
ENST00000552289.1	ENSG00000075884.14
ENST00000549436.5	ENSG00000075884.14
ENST00000419455.1	ENSG00000075884.14
ENST00000549060.1	ENSG00000075884.14
ENST00000447254.2	ENSG00000224288.2
ENST00000431890.1	ENSG00000226839.1
ENST00000438892.1	ENSG00000224852.1
ENST00000413116.1	ENSG00000232772.1
ENST00000448237.2	ENSG00000236300.2
ENST00000429526.1	ENSG00000227557.1
ENST00000433620.1	ENSG00000225476.1
ENST00000639587.1	ENSG00000284167.1
ENST00000422621.1	ENSG00000231766.1
ENST00000549878.1	ENSG00000257284.1
ENST00000549032.5	ENSG00000228655.7
ENST00000546678.1	ENSG00000228655.7
ENST00000442794.1	ENSG00000228655.7
ENST00000651074.1	ENSG00000228655.7
ENST00000550516.1	ENSG00000228655.7
ENST00000553076.1	ENSG00000228655.7
ENST00000617388.4	ENSG00000163596.17
ENST00000358299.7	ENSG00000163596.17
ENST00000392237.6	ENSG00000163596.17
ENST00000438804.5	ENSG00000163596.17
ENST00000420558.5	ENSG00000163596.17
ENST00000494560.1	ENSG00000163596.17
ENST00000476602.1	ENSG00000163596.17
ENST00000425178.5	ENSG00000163596.17
ENST00000418208.5	ENSG00000163596.17
ENST00000450143.5	ENSG00000163596.17
ENST00000435143.5	ENSG00000163596.17
ENST00000419460.5	ENSG00000163596.17
ENST00000441547.5	ENSG00000163596.17
ENST00000412210.5	ENSG00000163596.17
ENST00000437978.5	ENSG00000163596.17
